sequence_id,title,authors,doi,journal_title,issn,volume,issue,pages_or_article_number,doi_year,first_online_date,early_access_date,formal_publication_date,dblp_year,publication_status,metadata_sources,source_urls,abstract,keywords,relevance_level,relevance_reason,fulltext_status,local_pdf_path,pdf_sha256,conflict_notes,manually_verified,first_author
12,Meta-Learning for Fast Adaption in Caching Networks,Dheeraj Narasimha; Dileep Kalathil; Srinivas Shakkottai,10.1109/tnet.2024.3478853,IEEE Transactions on Networking,2998-4157,33,1,65-77,,2024-10-18,,2025-02,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/tnet.2024.3478853,"With the proliferation of short form high quality video content, it has become increasing important to find light weight and efficient edge caching algorithms that can quickly adapt to changing trends. In this context we study an online caching problem where a set of users are connected to a set of caches. The users request files from these caches over a time horizon. These requests arrive sequentially, the sequence of requests are divided into tasks that have a certain degree of similarity. This similarity is leveraged so that we may learn the best policy for a new task using a very small number of sequential requests. We characterize the task averaged regret incurred in this setting, showing an improvement of $D/D^{*}$ where D is the diameter of the set of cache configurations and $D^{*}$ is a measure of task similarity. We provide the same theoretical guarantees under both a distributed and smoothed setting. Further, we validate our algorithm on trace based data as well as on synthetic data sets. In the trace based data sets we do not assume any inherent task structure or estimate of $D^{*}$ . These simulations show not only fast adaptation to new incoming tasks but also improved performance in highly non-stationary request settings.",,R4,,closed,,,,False,Dheeraj Narasimha
13,Sweeping the IPv6 Internet: High-Efficiency Router Interface Discovery With Weighted Sampling,Tao Yang 0041; Bingnan Hou; Yifan Yang; Zhiping Cai,10.1109/tnet.2024.3479420,IEEE Transactions on Networking,2998-4157,33,1,271-285,,2024-10-22,,2025-02,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/tnet.2024.3479420,"Acquiring router interfaces is crucial for network measurement and security assessment. Established methods are readily available for IPv4 systems; however, efficiently pinpointing IPv6 router interfaces remains an unresolved issue, chiefly due to the vast IPv6 address space. Existing practices in this domain commonly suffer from inefficiencies. Thus, it is imperative to propose a methodology for fast enumeration of IPv6 router interfaces on a massive scale. In this study, we introduce Sweeper, a novel asynchronous IPv6 scanner that excels in discovering router interfaces from scratch, from few to many, on large-scale IPv6 networks. Unlike existing approaches, Sweeper requires merely the readily accessible IPv6 prefixes instead of seed addresses and can strategically optimize its probing direction based on a novel weighted sampling algorithm to increase the discovery rate. Real-world tests prove that Sweeper outperforms state-of-the-art works, discovering $33.2\%\sim 48.8\%$ more IPv6 router interface addresses than the baselines, with same computational resources. With Sweeper, we have collected approximately 6 million IPv6 router interface addresses from a single vantage point within less than one hour.",,R4,,closed,,,,False,Tao Yang 0041
14,Reducing Network Distance Measurement Overhead: A Tensor Completion Solution With a New Minimum Sampling Bound,Jiazheng Tian; Kun Xie 0001; Xin Wang 0001; Jigang Wen; Gaogang Xie; Jiannong Cao 0001; Wei Liang 0005; Kenli Li 0001,10.1109/tnet.2024.3480008,IEEE Transactions on Networking,2998-4157,33,1,255-270,,2024-10-24,,2025-02,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/tnet.2024.3480008,"Network distance measurement is crucial for evaluating network performance, attracting significant research attention. However, conducting measurements for the entire network is exceedingly expensive and time-consuming, making the reduction of network distance measurement costs a top priority. The tensor completion method efficiently reduces measurement costs by utilizing a small amount of measured data to estimate the entire network’s distance data. Unfortunately, current tensor completion methods still suffer from issues such as complex sample selection, high measurement overhead, slow recovery, and low inference accuracy. To address the aforementioned challenges, we present an online network-wide distance measurement scheme. In this approach, continuous distance data are structured into sliding-window-based tensors. Our method incorporates a lightweight sample selection algorithm with a lowest sampling bound and a rapid, accurate unmeasured data inference algorithm. We have conducted extensive experiments using four real network distance datasets and two citywide crowd flow datasets. The empirical evaluations demonstrate the effectiveness of our approach, particularly in reducing measurement costs and enhancing data recovery accuracy.",,R4,,closed,,,,False,Jiazheng Tian
15,Pheromone: Restructuring Serverless Computing With Data-Centric Function Orchestration,Minchen Yu; Tingjia Cao; Wei Wang 0030; Ruichuan Chen,10.1109/tnet.2024.3480031,IEEE Transactions on Networking,2998-4157,33,1,226-240,,2024-11-28,,2025-02,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/tnet.2024.3480031,"Serverless applications are typically composed of function workflows in which multiple short-lived functions are triggered to exchange data in response to events or state changes. Current serverless platforms coordinate and trigger functions by following high-level invocation dependencies but are oblivious to the underlying data exchanges between functions. This design is neither efficient nor easy to use in orchestrating complex workflows – developers often have to manage complex function interactions by themselves, with customized implementation and unsatisfactory performance. Therefore, we argue that function orchestration should follow a data-centric approach. In our design, the platform provides a data bucket abstraction to hold the intermediate data generated by functions. Developers can use a rich set of data trigger primitives to control when and how the output of each function should be passed to the next functions in a workflow. By making data consumption explicit and allowing it to trigger functions and drive the workflow, complex function interactions can be easily and efficiently supported. We present Pheromone – a scalable, low-latency serverless platform following this data-centric design. Compared to well-established commercial and open-source platforms, Pheromone cuts the latencies of function interactions and data exchanges by orders of magnitude, scales to large workflows, and enables easy implementation of complex applications.",,R4,,closed,,,,False,Minchen Yu
16,Measurement Based Delay and Jitter Constrained Wireless Scheduling With Near-Optimal Spectral Efficiency,Geetha Chandrasekaran; Gustavo de Veciana; Vishnu V. Ratnam; Hao Chen 0010; Charlie Zhang 0002,10.1109/tnet.2024.3481066,IEEE Transactions on Networking,2998-4157,33,1,130-145,,2024-10-29,,2025-02,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/tnet.2024.3481066,"We introduce two classes of measurement-based wireless schedulers. The Opportunistic Guaranteed Rate Scheduler (OGRS) meets a user’s delay constraints by opportunistically allocating the user the equivalent of a fixed service rate, which for a leaky-bucket constrained traffic ensures the delay requirements are met. By contrast, the Opportunistic Guaranteed Delay Schedulers (OGDS) schedules data transmissions when the current channel is better than what is expected in the time window before packet deadlines expire. Meeting such delay requirements requires a complementary admission control policy. We exhibit a simple measurement based policy, that indirectly accounts for heterogeneity in traffic, channel, and delay constraints by monitoring the statistics of user’s aggregate resource usage. We show that the spectral efficiency of our proposed approach is stochastically better than a wireless guaranteed rate scheduler. We bound spectral efficiency by considering an optimal offline policy with access to future channel rates and show via extensive simulations that OGRS can be within 10%-40% of the bound whereas OGDS is within 10% of the bound for a range of delay constraints. Additionally, we demonstrate that OGDS can exhibit better spectral efficiency at higher delay deadlines than schedulers leveraging neural network based predictions for future channel rates.",,R4,,closed,,,,False,Geetha Chandrasekaran
17,"Enabling Rank-Based P4 Programmable Schedulers: Requirements, Implementation, and Evaluation on BMv2 Switches",Mostafa Elbediwy; Bill Pontikakis; Jean-Pierre David; Yvon Savaria,10.1109/tnet.2024.3481152,IEEE Transactions on Networking,2998-4157,33,1,299-310,,2024-10-29,,2025-02,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/tnet.2024.3481152,"Software-defined networking (SDN) has revolutionized network infrastructure, offering programmability to meet evolving network demands. However, the fixed-function nature of the packet scheduler in current network equipment impedes the exploration of scheduling policies within a programmable network environment. This paper proposes a novel methodology to implement rank-based programmable schedulers in programmable BMv2 switches expressed with the network-specific programming language (P4). A proposed custom networking environment facilitates the study and evaluation of various scheduling policies. This environment is used to implement 20 different scheduling and shaping policies to identify the required language constructs and components needed to express these policies with the P4 language efficiently. Our experiments reveal that specific scheduling policies do not seamlessly align with a previously proposed architecture for rank-based scheduling policies. Thus, we propose rank-based versions for five previously reported scheduling policies, making them efficiently implementable in any rank-based schedulers and programmable network equipment. The reported results confirm that the rank-based versions of these scheduling policies accurately replicate the behavior and performance of the original policies, with a maximum error of 0.5% in the resulting flow completion times (FCTs).",,R4,,closed,,,,False,Mostafa Elbediwy
18,Latency Constrained Energy-Efficient Underwater Dynamic Federated Learning,Zhaoyue Xia; Jun Du 0001; Chunxiao Jiang; Zhu Han 0001; Yong Ren 0001,10.1109/tnet.2024.3481437,IEEE Transactions on Networking,2998-4157,33,1,355-368,,2024-10-29,,2025-02,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/tnet.2024.3481437,"Federated learning (FL) has emerged recently as an appealing and promising technique to deal with distributed learning issues in the sixth generation (6G) communication systems. Recent studies focus on developing FL schemes for terrestrial radio networks, where the variation in transmission data rates caused by transmission distance changes is negligible over one communication round. However, this variation has considerable influences for underwater acoustic channels. In this paper, we propose an underwater dynamic federated learning (UDFL) scheme by jointly considering characteristics of underwater acoustic channels and moving behavior of autonomous underwater vehicles. Moreover, an energy consumption minimization problem is formulated based on the scheme. To meet the challenges of transmission latency and FL performances, we consider them separately and provide closed-form solutions to the two individual problems. Specifically, we theoretically characterize the connections between transmission power and FL performances, and derive the optimal transmission policy given transmission latency constraints. Based on the two solutions, a dynamic programming based online power control algorithm is proposed to determine the transmission power across all time slots. Numerical simulations are conducted to demonstrate that the designed scheme is effective and the proposed online algorithm can achieve latency constrained energy-efficient UDFL.",,R4,,closed,,,,False,Zhaoyue Xia
19,Hiba: Hierarchical High-Performance Blockchain Architecture,Isaac Amankona Obiri; Jianbin Gao; Qi Xia 0001; Hu Xia; Christian Nii Aflah Cobblah,10.1109/tnet.2024.3481488,IEEE Transactions on Networking,2998-4157,33,1,311-326,,2024-11-05,,2025-02,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/tnet.2024.3481488,"Sharding has the potential to overcome the scalability constraints of monolithic blockchains. However, some challenges are associated with sharding, such as optimizing the placement of transactions into shards to minimize cross-shard transactions, balancing workload as shard capacity increases, and identifying shards that process transactions maliciously. To address these challenges, we propose a hierarchical high-performance blockchain (Hiba) architecture. Hiba leverages inter-shard to facilitate cross-shard consensus, where a pre-selected subset of nodes from both transaction originating and receiving shards collaboratively participate in the validation process. This design ensures the validity of transactions and mitigates double-spending risks across various shards. Simultaneously, it reduces validation costs by eliminating the need for all nodes in both shards to actively participate in the consensus process. Additionally, Hiba implements a novel multi-tiered validation system. Following initial validation at the intra-shard and inter-shard levels, a subset of randomly chosen or suspicion-based transactions undergoes further validation through auxiliary consensus. This auxiliary consensus acts as a secondary validation layer, ensuring the integrity of the intra-shard/inter-shard consensus process. To improve transaction processing efficiency, we implement an optimized workload distribution scheme based on fitness functions to minimize the number of cross-shard transactions. The experimental results demonstrate that Hiba surpasses the existing works regarding throughput and latency.",,R3,,closed,,,,False,Isaac Amankona Obiri
20,Using Multi-Armed Bandit Learning for Thwarting MAC Layer Attacks in Wireless Networks,Hrishikesh Dutta; Amit Kumar Bhuyan; Subir Biswas 0002,10.1109/tnet.2024.3481990,IEEE Transactions on Networking,2998-4157,33,1,327-339,,2024-11-12,,2025-02,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/tnet.2024.3481990,"This paper proposes a learning-driven approach for medium access slot allocation in the presence of malicious nodes. Learning policies are developed with the goal of defending against several forms of quasi-random slot-scheduling attack models used by the malicious nodes. The primary learning objective for the non-malicious nodes is to minimize the degradation in network performance caused by the malicious nodes. This is accomplished while minimizing the bandwidth share of the malicious nodes. These objectives are achieved using a Multi-Armed Bandit (MAB) learning architecture that allows the nodes to learn transmission schedule on-the-fly, and without the need for any central arbitrator. Two different scheduling policies are introduced: robust and reactive policies. Following the design, a detailed characterization of these policies and their use in different application-specific scenarios are presented. An analytical model of the system is developed to find the benchmark throughput for different malicious attack models. It is demonstrated that the proposed framework allows network nodes to learn close-to -benchmark slot scheduling, while thwarting attacks from the malicious nodes. The proposed architecture is validated for various mesh networks and traffic conditions in the presence of different attack models enacted by the malicious nodes.",,R4,,closed,,,,False,Hrishikesh Dutta
21,Joint Client and Cross-Client Edge Selection for Cost-Efficient Federated Learning of Graph Convolutional Networks,Guangjing Huang; Xu Chen 0004; Qiong Wu 0009; Jingyi Li; Qianyi Huang,10.1109/tnet.2024.3482356,IEEE Transactions on Networking,2998-4157,33,1,286-298,,2024-10-24,,2025-02,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/tnet.2024.3482356,"Graph-structured data applications promote the development of Graph Neural Networks (GNN) in recent years. Due to privacy concerns, collecting graph data stored in massive client devices for centralized graph learning is prohibitive. It is natural to integrate federated learning (FL) in graph learning to address this issue, which enables clients to collaborate on training a shared model without uploading their data. This generates an emerging paradigm of federated graph learning (FGL). However, due to various costs incurred by FGL training, the collaboration between the server and clients is still a challenging issue in FGL, which remains largely unexplored in existing studies. To bridge this gap, we propose a cost-efficient collaboration framework for FGL of graph convolutional networks on semi-supervised node classification tasks, i.e., Joint Client and Cross-Client Edge Selection (JC3ES) for the server. Specifically, we first characterize how varies graph structure affect the final convergence performance of the FGL model. We then reveal the fundamental supermodular property in client selection. Based on this, we further devise an approximately optimal algorithm for the server and theoretically derive the performance gap between the proposed algorithm and the optimal solution. Extensive numerical evaluations show that our proposed algorithm achieves outstanding performance in cost-efficient collaboration for FGL on popular graph datasets.",,R4,,closed,,,,False,Guangjing Huang
22,Customized Transmission Protocol for Tile-Based 360° VR Video Streaming Over Core Network Slices,Yannan Wei; Qiang Ye 0002; Kaige Qu; Weihua Zhuang; Xuemin Shen,10.1109/tnet.2024.3485583,IEEE Transactions on Networking,2998-4157,33,1,340-354,,2024-10-31,,2025-02,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/tnet.2024.3485583,"Tile-based streaming has been proposed to address the challenge of high transmission rate demand in 360° virtual reality (VR) video streaming. However, it suffers from network and viewing behavior dynamics (i.e., head movements), while encoded video tiles have various properties in terms of transmission priority, deadline, and reliability requirement. Hence, a supporting transmission protocol is imperative. In this paper, we propose a customized transmission protocol based on Quick UDP Internet Connections (QUIC) which operates over a VR video network slice in the core network. The QUIC protocol is tailored to accommodate the characteristics of tile-based VR video streaming where explicit mapping relations between requested video tiles and QUIC streams are established. Two customized in-network protocol functionalities including packet filtering and caching-based packet retransmission are proposed, to filter out outdated video data due to field-of-view (FoV) prediction errors under viewing behavior dynamics and to achieve efficient packet retransmissions with disparate transmission reliability requirements. A slice-level packet header is designed to support enhanced slice-based VR video transmission with the proposed protocol functionalities. Key transport parameters are determined via theoretical analysis. Simulation results are presented to demonstrate the effectiveness of our proposed transmission protocol in achieving short average video segment downloading time and high average video segment quality.",,R4,,closed,,,,False,Yannan Wei
23,Dynamic Entanglement Routing Based on Stream Processing for Quantum Networks,Lan Yang; Yangming Zhao; Hongli Xu 0001; Liusheng Huang; Chunming Qiao,10.1109/tnet.2024.3485919,IEEE Transactions on Networking,2998-4157,33,1,382-397,,2024-10-31,,2025-02,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/tnet.2024.3485919,"Quantum Networks (QNs) typically leverage teleportation to send quantum bits (called qubits) to their destinations. To teleport a data qubit from Alice to Bob, one Entanglement Connection (EC) between Alice and Bob needs to be established. Accordingly, we have to concurrently establish as many requested ECs as possible in order to maximize the network throughput. Conventional methods either assumed a known traffic matrix and calculated the Entanglement Paths (EPs) for all requests in one batch or maximized the number of ECs established between all Source-Destination (SD) pairs without considering the amount of data qubits to be teleported. These methods are not scalable in large scale QNs since it is time consuming to calculate the EPs for a batch of requests. In addition, there may be only very few data qubits to be teleported between some SD pairs. Accordingly, the latter method may establish many useless ECs. To address these issues, we propose a Dynamic Entanglement Routing (DER) scheme which determines the EPs based on stream processing. By introducing a method to derive an appropriate purification scheme along each EP, we further extend DER to Dynamic Entanglement Routing with Purification (DERP) that provides fidelity guarantee to the established ECs. Through extensive simulations, we demonstrate that DER outperforms two representative heuristics by up to 52.79% and 61.27%, respectively, in terms of average request completion time and when we have to ensure the fidelity of the established ECs, this performance improvement will become 21.05% and 48.67%, respectively, if DERP is adopted.",,R4,,closed,,,,False,Lan Yang
24,Exploiting Wide-Area Resource Elasticity With Fine-Grained Orchestration for Serverless Analytics,Xiaofei Yue; Song Yang 0002; Liehuang Zhu; Stojan Trajanovski; Fan Li 0001; Xiaoming Fu 0001,10.1109/tnet.2024.3486788,IEEE Transactions on Networking,2998-4157,33,1,398-413,,2024-11-04,,2025-02,2025,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/tnet.2024.3486788,"With the flourishing of global services, low-latency analytics on large-volume geo-distributed data has been a regular requirement for application decision-making. Serverless computing, with its rapid function start-up and lightweight deployment, provides a compelling way for geo-distributed analytics. However, existing research focuses on elastic resource scaling at the stage granularity, struggling to heterogeneous resource demands across component functions in wide-area settings. The neglect potentially results in the cost inefficiency and Service Level Objective (SLO) violations. In this paper, we advocate for fine-grained function orchestration to exploit wide-area resource elasticity. We thereby present Demeter, a fine-grained function orchestrator that saves job execution costs for geo-distributed serverless analytics while ensuring SLO compliance. By learning from volatile and bursty environments, Demeter jointly makes per-function placement and resource allocation decisions using a well-optimized multi-agent reinforcement learning algorithm with a pruning mechanism. It prevent the irreparable performance loss by function congestion control. Ultimately, we implement Demeter and evaluate it with the realistic workloads. Experimental results reveal that Demeter outperforms the baselines by up to 46.6% on cost, while reducing SLO violation by over 23.7% and bringing it to below 15%.",,R3,,no_oa_info,,,,False,Xiaofei Yue
